category,item_id,payload_json,canonical_sha256
claim,LIFE-C5-PHYSICAL-BREAK-EVEN,"{""allowed_wording"":[""physical break-even measured on a protocol-matched QPU""],""claim_id"":""LIFE-C5-PHYSICAL-BREAK-EVEN"",""forbidden_wording"":[""simulator lifetime, matched-idle crossover, or accepted-only curve as physical break-even"",""weighted-score or winner-count rescue""],""required_grades"":[""QPU_MEASURED""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""BLOCKED_NULL""}",8b904ef4e01a5208218cb53a8261b7fa074a73a1e53d182d45b79aabe557fa98
lane,RAW_IQ_DIGITAL_HIL,"{""claim_ladder"":[{""allowed_wording"":[""lane-local wording for HIL-C0-PROTOCOL at its stated evidence grade""],""claim_id"":""HIL-C0-PROTOCOL"",""forbidden_wording"":[""cross-lane or unqualified evidence promotion"",""weighted-score or winner-count rescue""],""required_grades"":[""PROTOCOL_ONLY""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""SUPPORTED_PROTOCOL_ONLY""},{""allowed_wording"":[""lane-local wording for HIL-C1-FIXED-POINT-CXXRTL at its stated evidence grade""],""claim_id"":""HIL-C1-FIXED-POINT-CXXRTL"",""forbidden_wording"":[""cross-lane or unqualified evidence promotion"",""weighted-score or winner-count rescue""],""required_grades"":[""FIXED_POINT_REFERENCE"",""CXXRTL_PREBOARD"",""RTL_PROPERTY_PROOF""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""PARENT_RESTRICTED_ONLY""},{""allowed_wording"":[""lane-local wording for HIL-C2-POST-ROUTE at its stated evidence grade""],""claim_id"":""HIL-C2-POST-ROUTE"",""forbidden_wording"":[""cross-lane or unqualified evidence promotion"",""weighted-score or winner-count rescue""],""required_grades"":[""POST_ROUTE_ESTIMATE""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""PARENT_RESTRICTED_ONLY""},{""allowed_wording"":[""lane-local wording for HIL-C3-MEASURED-INTEGRATED-CHAIN at its stated evidence grade""],""claim_id"":""HIL-C3-MEASURED-INTEGRATED-CHAIN"",""forbidden_wording"":[""cross-lane or unqualified evidence promotion"",""weighted-score or winner-count rescue""],""required_grades"":[""RECORDED_IQ_HIL_MEASURED"",""RAW_IQ_HIL_MEASURED""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""BLOCKED_NULL""},{""allowed_wording"":[""faster raw-IQ-source-to-trigger HIL under a same-task measured comparison""],""claim_id"":""HIL-C4-SAME-TASK-SPEED"",""forbidden_wording"":[""core cycles, CXXRTL, P&R, host timing, or cross-code nanoseconds as measured speed"",""weighted-score or winner-count rescue""],""required_grades"":[""RAW_IQ_HIL_MEASURED""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""BLOCKED_NULL""}],""claim_namespace"":""PHASE9_HIL"",""current_result"":{""evaluation_state"":""MISSING_BOARD"",""result_verdict"":null},""lane_id"":""RAW_IQ_DIGITAL_HIL"",""primary_metrics"":[""p50"",""p95"",""p99"",""max"",""WCET"",""II"",""deadline_miss"",""mismatch"",""undefined_action"",""silent_overflow"",""resource"",""power""],""primary_timing_boundary"":""raw_iq_source_to_trigger"",""result_gate"":{""engineering_only_verdict"":""GO_HIL_ENGINEERING_NONRANKING"",""failure_branches"":[""MISSING_BOARD_NULL"",""INCOMPLETE_HIL_SPEED_INTEGRITY"",""INCOMPLETE_HIL_SPEED_EVIDENCE"",""INCOMPLETE_HIL_SPEED_NO_COMPARATOR"",""NO_GO_HIL_SPEED_DEADLINE"",""NO_GO_HIL_SPEED_NEGATIVE"",""GO_HIL_ENGINEERING_NONRANKING""],""go_verdict"":""GO_HIL_SPEED"",""no_go_verdict"":""NO_GO_HIL_SPEED"",""numeric_thresholds"":{""deadline_miss_count"":{""op"":""=="",""value"":0},""implementation_seed_count"":{""op"":"">="",""value"":3},""initiation_interval_cycles"":{""op"":""=="",""value"":1},""mismatch_count"":{""op"":""=="",""value"":0},""primary_speed_contrast_simultaneous_lcb_ns"":{""op"":"">"",""value"":0.0},""silent_overflow_count"":{""op"":""=="",""value"":0},""transaction_count"":{""op"":"">="",""value"":1000000},""undefined_action_count"":{""op"":""=="",""value"":0},""wcet_minus_deadline_ns"":{""op"":""<="",""value"":0.0}},""required_boolean_fields"":[""outcomes_opened"",""integrity_complete"",""same_source_bitstream_hash"",""recorded_iq_board_measured"",""raw_iq_board_measured"",""all_four_boundaries_reported"",""latency_statistics_complete"",""resource_power_measured"",""same_task_measured_comparator_available"",""primary_speed_contrast_simultaneous_lcb_positive""]},""signature"":{""action_cost_contract"":""transport_CDC_queue_discriminator_action_trigger_and_backpressure_included"",""action_set"":""same_trusted_codebook_residual_frame_reset_leakage_trigger_actions"",""baseline_eligibility_contract"":""same_task_code_observation_action_precision_boundary_statistic_and_measured_grade"",""code_family"":""single_mode_square_gkp_integrated_digital_control_chain"",""compute_budget_contract"":""same_target_resource_clock_precision_and_queue_envelope"",""cycle_time_contract"":""board_clock_plus_ADC_sample_window_and_all_four_timestamped_boundaries"",""decision_target"":""trusted_action_and_trigger_from_raw_IQ_source"",""denominator_contract"":""all_registered_source_transactions_including_queue_backpressure_after_frozen_warmup"",""evidence_grade_contract"":""RECORDED_IQ_HIL_MEASURED_plus_RAW_IQ_HIL_MEASURED"",""history_horizon"":""causal_stream_and_bounded_registered_controller_state"",""missingness_contract"":""all_dropped_timeout_corrupt_and_deadline_transactions_retained"",""multiplicity_contract"":""paired_build_run_cluster_simultaneous_95pct_primary_boundary_contrasts"",""noise_drift_family"":""registered_trace_families_and_fault_injection_not_simulator_gain"",""observability"":""wire_observed_only_no_hidden_truth_in_action_path"",""observation_schema"":""raw_or_recorded_complex_IQ_through_discriminator_with_timestamp_queue_and_backpressure"",""online_privilege"":""same_clock_precision_queue_deadline_and_resource_boundary"",""physical_backend_contract"":""real_board_same_source_bitstream_recorded_and_raw_IQ_HIL"",""postselection_policy"":""PROHIBITED_NO_COMPLETED_ONLY_LATENCY_DENOMINATOR"",""precision_contract"":""bit_exact_discriminator_fixed_point_action_and_trigger_formats"",""primary_estimand"":""raw_IQ_source_to_trigger_p50_p95_p99_max_WCET_II_deadline_miss"",""split_contract"":""frozen_calibration_trace_then_disjoint_validation_and_formal_HIL_traces"",""state_family"":""registered_raw_and_recorded_IQ_transaction_traces"",""statistical_unit"":""implementation_seed_trace_seed_run_cluster_not_transaction"",""wall_clock_budget_contract"":""measured_timestamp_boundary_with_frozen_deadline_and_no_host_only_substitution""},""signature_sha256"":""4965da60999451c61a4d5d6c4a0b67d722bb848ea012a4536eb9a29ba77a8756"",""timing_boundaries"":[""decoder_core"",""discriminator_output_to_action"",""adc_last_sample_to_trigger"",""raw_iq_source_to_trigger""]}",b1c49fdbeace489151612ea32b842033045a056cca18e88a18b273c288154c11
claim,HIL-C0-PROTOCOL,"{""allowed_wording"":[""lane-local wording for HIL-C0-PROTOCOL at its stated evidence grade""],""claim_id"":""HIL-C0-PROTOCOL"",""forbidden_wording"":[""cross-lane or unqualified evidence promotion"",""weighted-score or winner-count rescue""],""required_grades"":[""PROTOCOL_ONLY""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""SUPPORTED_PROTOCOL_ONLY""}",2ad3f9e7edcfd181a20cd29c0076d9c4abce9877c721e829fb8375b8a83b2f33
claim,HIL-C1-FIXED-POINT-CXXRTL,"{""allowed_wording"":[""lane-local wording for HIL-C1-FIXED-POINT-CXXRTL at its stated evidence grade""],""claim_id"":""HIL-C1-FIXED-POINT-CXXRTL"",""forbidden_wording"":[""cross-lane or unqualified evidence promotion"",""weighted-score or winner-count rescue""],""required_grades"":[""FIXED_POINT_REFERENCE"",""CXXRTL_PREBOARD"",""RTL_PROPERTY_PROOF""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""PARENT_RESTRICTED_ONLY""}",7a634da1b33f9e8aabe40d4e410f6f5cf695eeaef0ce6b26d297f0d6633e9d63
claim,HIL-C2-POST-ROUTE,"{""allowed_wording"":[""lane-local wording for HIL-C2-POST-ROUTE at its stated evidence grade""],""claim_id"":""HIL-C2-POST-ROUTE"",""forbidden_wording"":[""cross-lane or unqualified evidence promotion"",""weighted-score or winner-count rescue""],""required_grades"":[""POST_ROUTE_ESTIMATE""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""PARENT_RESTRICTED_ONLY""}",d05e2b767f78aac2cafa10022099daf2c1a6d5884af3437d49627d0e3b689065
claim,HIL-C3-MEASURED-INTEGRATED-CHAIN,"{""allowed_wording"":[""lane-local wording for HIL-C3-MEASURED-INTEGRATED-CHAIN at its stated evidence grade""],""claim_id"":""HIL-C3-MEASURED-INTEGRATED-CHAIN"",""forbidden_wording"":[""cross-lane or unqualified evidence promotion"",""weighted-score or winner-count rescue""],""required_grades"":[""RECORDED_IQ_HIL_MEASURED"",""RAW_IQ_HIL_MEASURED""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""BLOCKED_NULL""}",36d81cf386a8d67c185c79ac71a452ade10d01829efdc550ec90de55f95ada70
claim,HIL-C4-SAME-TASK-SPEED,"{""allowed_wording"":[""faster raw-IQ-source-to-trigger HIL under a same-task measured comparison""],""claim_id"":""HIL-C4-SAME-TASK-SPEED"",""forbidden_wording"":[""core cycles, CXXRTL, P&R, host timing, or cross-code nanoseconds as measured speed"",""weighted-score or winner-count rescue""],""required_grades"":[""RAW_IQ_HIL_MEASURED""],""revocation_conditions"":[""task signature, denominator, baseline eligibility, split, evidence grade, or analysis hash changes"",""required gate or artifact provenance becomes incomplete""],""state"":""BLOCKED_NULL""}",5780610c089f11b1f0f58cbbcc101d63b42440129e37d2e50577070c662bdbd1
forbidden_transfer,FT-LIFETIME-TO-LER,"{""from"":""SIX_STATE_LOGICAL_LIFETIME"",""rejection"":""CROSS_LANE_SUBSTITUTION"",""to"":""GO_LER_SOTA"",""transfer_id"":""FT-LIFETIME-TO-LER""}",07e3d9db79e557f6c6a82d5b01fe0e4ee6dc110572993b324990fb919e40ac23
forbidden_transfer,FT-LER-TO-LIFETIME,"{""from"":""ROUND_LER_SINGLE_MODE"",""rejection"":""CROSS_LANE_SUBSTITUTION"",""to"":""GO_LIFETIME"",""transfer_id"":""FT-LER-TO-LIFETIME""}",36ebb1671ba245ca954d1e1eded2d91deb845e8afaa510bb734080c481931a4f
forbidden_transfer,FT-CORE-TO-RAW-IQ,"{""from"":""decoder_core"",""rejection"":""TIMING_BOUNDARY_SUBSTITUTION"",""to"":""raw_iq_source_to_trigger"",""transfer_id"":""FT-CORE-TO-RAW-IQ""}",e6c9d22fca7d99d3ffd8f8d6b0cf66a260e69ec67caae0ffa3c74307e3ddcac7
forbidden_transfer,FT-PREBOARD-TO-MEASURED,"{""from"":""CXXRTL_PREBOARD_or_POST_ROUTE_ESTIMATE"",""rejection"":""EVIDENCE_GRADE_PROMOTION"",""to"":""RAW_IQ_HIL_MEASURED"",""transfer_id"":""FT-PREBOARD-TO-MEASURED""}",95ab02dcb11e77207b95e2f4a4252d52a37afeb5cd9b459784530bade89e13e0
forbidden_transfer,FT-SIM-TO-PHYSICAL-BREAK-EVEN,"{""from"":""simulation_gain"",""rejection"":""PHYSICAL_EVIDENCE_MISSING"",""to"":""PHYSICAL_BREAK_EVEN"",""transfer_id"":""FT-SIM-TO-PHYSICAL-BREAK-EVEN""}",81e64c69e1e560ed12078543fa03933a7cb7e6de342ef4fc6c3006f24d258173
forbidden_transfer,FT-PAPER-CONSTRAINED-TO-OFFICIAL,"{""from"":""PAPER_CONSTRAINED_REIMPLEMENTATION"",""rejection"":""PROVENANCE_NAMESPACE_SUBSTITUTION"",""to"":""OFFICIAL_EXACT_REPRODUCTION"",""transfer_id"":""FT-PAPER-CONSTRAINED-TO-OFFICIAL""}",aaaeb00f54d32c4c16184ed01fc4c83c20d094fa18455586b36140b1c89e7a51
forbidden_transfer,FT-HIDDEN-TO-DEPLOYABLE,"{""from"":""hidden_teacher_or_oracle"",""rejection"":""PRIVILEGE_SUBSTITUTION"",""to"":""MATCHED_DEPLOYABLE_RANKED"",""transfer_id"":""FT-HIDDEN-TO-DEPLOYABLE""}",8e9d9fd9419674a06a2029fb24757a10553f973fff48aa8b4719263d3bb0d034
forbidden_transfer,FT-CEILING-TO-RANKED,"{""from"":""CAPACITY_CEILING_NONRANKING"",""rejection"":""BUDGET_SUBSTITUTION"",""to"":""MATCHED_DEPLOYABLE_RANKED"",""transfer_id"":""FT-CEILING-TO-RANKED""}",7a0f5127e98399d1c64d957794411853663c4f46bc344dfb83b8ef6c121abe4a
forbidden_transfer,FT-CROSS-LANE-SCORE,"{""from"":""three_lane_outcomes"",""rejection"":""GLOBAL_SCORE_PROHIBITED"",""to"":""weighted_score_or_win_count"",""transfer_id"":""FT-CROSS-LANE-SCORE""}",9f89a2d1d86a54cf06954e163061db749262aee3d52ebb64605f5ed0299bfbbc
forbidden_transfer,FT-POSTSELECTED-TO-FULL,"{""from"":""accepted_only_or_postselected"",""rejection"":""DENOMINATOR_SUBSTITUTION"",""to"":""full_denominator"",""transfer_id"":""FT-POSTSELECTED-TO-FULL""}",8ee6ca3b37870c15c4c378ebecf195aa5e357c9dde550a041864b8cc7230b443
forbidden_transfer,FT-SAFETY-TO-PERFORMANCE,"{""from"":""deterministic_atomic_fail_closed"",""rejection"":""SYSTEM_SAFETY_NOT_PERFORMANCE"",""to"":""LER_or_lifetime_SOTA"",""transfer_id"":""FT-SAFETY-TO-PERFORMANCE""}",922b80198989e0dc1c7720b9359b3b48a6474e141a69c90ee8c59525eadbe60b
forbidden_transfer,FT-CROSS-CODE-LATENCY,"{""from"":""different_code_family_or_problem"",""rejection"":""TASK_SIGNATURE_MISMATCH"",""to"":""same_task_speed_rank"",""transfer_id"":""FT-CROSS-CODE-LATENCY""}",c1322e8a63a2095f3a2b452d8981e9e0f08869c311efa4c4bf18dfb105a3baf1
forbidden_transfer,FT-MISSING-AS-ZERO,"{""from"":""MISSING_BOARD_or_MISSING_EXTERNAL_ASSET"",""rejection"":""NULL_SEMANTICS_VIOLATION"",""to"":""numeric_zero"",""transfer_id"":""FT-MISSING-AS-ZERO""}",b52d061c0347468c3e34a3ee8115880e8d7f4d26043289a2995e2be9cccdd77b
verdict_fixture,ROUND_LER_SINGLE_MODE:unopened,"{""evidence"":{""outcomes_opened"":false},""fixture_id"":""ROUND_LER_SINGLE_MODE:unopened"",""lane_id"":""ROUND_LER_SINGLE_MODE"",""outcome"":{""evaluation_state"":""NOT_EVALUATED_NULL"",""reason_code"":""NOT_EVALUATED_NULL"",""result_verdict"":null,""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",e8ffc3df00d5c5c3f16704e43e9c37592e68c0eb21a4ea3122c7121476d691c9
verdict_fixture,ROUND_LER_SINGLE_MODE:incomplete,"{""evidence"":{""all_mandatory_baselines_complete"":true,""all_reset_control_costs_retained"":true,""all_signature_eligible"":true,""calibration_worst_window_improvement_lcb"":0.01,""dual_backend_pass"":true,""full_denominator"":true,""max_ood_family_degradation_ucb"":0.05,""min_relative_improvement_point_each_baseline"":0.16,""min_simultaneous_absolute_lcb_each_baseline"":0.01,""min_simultaneous_relative_lcb_each_baseline"":0.11,""no_postselection"":true,""observed_only"":true,""outcomes_opened"":true,""second_statistics_pass"":true,""six_state_complete"":true,""stationary_degradation_ucb"":0.02,""telegraph_cvar_improvement_lcb"":0.01},""fixture_id"":""ROUND_LER_SINGLE_MODE:incomplete"",""lane_id"":""ROUND_LER_SINGLE_MODE"",""outcome"":{""evaluation_state"":""INCOMPLETE"",""missing_fields"":[""integrity_complete""],""reason_code"":""INCOMPLETE_REQUIRED_FIELDS"",""result_verdict"":null,""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",d167e4a539ae84a3785e80b96048f131dfe0fe1870c588f896bc2dbaeaf9d290
verdict_fixture,ROUND_LER_SINGLE_MODE:complete_no_go,"{""evidence"":{""all_mandatory_baselines_complete"":true,""all_reset_control_costs_retained"":true,""all_signature_eligible"":true,""calibration_worst_window_improvement_lcb"":0.01,""dual_backend_pass"":true,""full_denominator"":true,""integrity_complete"":true,""max_ood_family_degradation_ucb"":0.05,""min_relative_improvement_point_each_baseline"":0.13999999999999999,""min_simultaneous_absolute_lcb_each_baseline"":0.01,""min_simultaneous_relative_lcb_each_baseline"":0.11,""no_postselection"":true,""observed_only"":true,""outcomes_opened"":true,""second_statistics_pass"":true,""six_state_complete"":true,""stationary_degradation_ucb"":0.02,""telegraph_cvar_improvement_lcb"":0.01},""fixture_id"":""ROUND_LER_SINGLE_MODE:complete_no_go"",""lane_id"":""ROUND_LER_SINGLE_MODE"",""outcome"":{""evaluation_state"":""COMPLETE"",""failed_thresholds"":[""min_relative_improvement_point_each_baseline""],""reason_code"":""COMPLETE_THRESHOLD_FAILURE"",""result_verdict"":""NO_GO_LER_SOTA"",""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",a1e01161d9d36c7602f3ac9a4b21b27bf82b077e414de685f04e9b9ce92806cc
verdict_fixture,ROUND_LER_SINGLE_MODE:complete_go,"{""evidence"":{""all_mandatory_baselines_complete"":true,""all_reset_control_costs_retained"":true,""all_signature_eligible"":true,""calibration_worst_window_improvement_lcb"":0.01,""dual_backend_pass"":true,""full_denominator"":true,""integrity_complete"":true,""max_ood_family_degradation_ucb"":0.05,""min_relative_improvement_point_each_baseline"":0.16,""min_simultaneous_absolute_lcb_each_baseline"":0.01,""min_simultaneous_relative_lcb_each_baseline"":0.11,""no_postselection"":true,""observed_only"":true,""outcomes_opened"":true,""second_statistics_pass"":true,""six_state_complete"":true,""stationary_degradation_ucb"":0.02,""telegraph_cvar_improvement_lcb"":0.01},""fixture_id"":""ROUND_LER_SINGLE_MODE:complete_go"",""lane_id"":""ROUND_LER_SINGLE_MODE"",""outcome"":{""evaluation_state"":""COMPLETE"",""reason_code"":""ALL_REGISTERED_REQUIREMENTS_PASS"",""result_verdict"":""GO_LER_SOTA"",""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",d3506dab1cd88c1f31d293c234540de7b07dd35d5b9abafe259f6ab8dcb22701
verdict_fixture,SIX_STATE_LOGICAL_LIFETIME:unopened,"{""evidence"":{""outcomes_opened"":false},""fixture_id"":""SIX_STATE_LOGICAL_LIFETIME:unopened"",""lane_id"":""SIX_STATE_LOGICAL_LIFETIME"",""outcome"":{""evaluation_state"":""NOT_EVALUATED_NULL"",""reason_code"":""NOT_EVALUATED_NULL"",""result_verdict"":null,""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",0081a0a8e08424352d04ef202b92555b61c66a6db0bfff0bb28fcb1e6b1f3054
verdict_fixture,SIX_STATE_LOGICAL_LIFETIME:incomplete,"{""evidence"":{""all_lifetime_metrics_complete"":true,""all_mandatory_baselines_complete"":true,""all_signature_eligible"":true,""dual_backend_pass"":true,""fit_diagnostics_pass"":true,""full_six_state_trajectory_denominator"":true,""min_simultaneous_lifetime_gain_lcb"":0.01,""min_six_state_relative_gain_point"":0.16,""minimum_sequence_cycles"":10001,""no_postselection"":true,""outcomes_opened"":true,""reset_control_burden_margin_ucb"":0.0,""same_cycle_action_reset_control_cost"":true,""second_statistics_pass"":true},""fixture_id"":""SIX_STATE_LOGICAL_LIFETIME:incomplete"",""lane_id"":""SIX_STATE_LOGICAL_LIFETIME"",""outcome"":{""evaluation_state"":""INCOMPLETE"",""missing_fields"":[""integrity_complete""],""reason_code"":""INCOMPLETE_REQUIRED_FIELDS"",""result_verdict"":null,""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",1b6b4bde55c6771cd682266d315060ca491bca9cafa72f5bf3fc6ef5b18cdda7
verdict_fixture,SIX_STATE_LOGICAL_LIFETIME:complete_no_go,"{""evidence"":{""all_lifetime_metrics_complete"":true,""all_mandatory_baselines_complete"":true,""all_signature_eligible"":true,""dual_backend_pass"":true,""fit_diagnostics_pass"":true,""full_six_state_trajectory_denominator"":true,""integrity_complete"":true,""min_simultaneous_lifetime_gain_lcb"":0.01,""min_six_state_relative_gain_point"":0.16,""minimum_sequence_cycles"":9999,""no_postselection"":true,""outcomes_opened"":true,""reset_control_burden_margin_ucb"":0.0,""same_cycle_action_reset_control_cost"":true,""second_statistics_pass"":true},""fixture_id"":""SIX_STATE_LOGICAL_LIFETIME:complete_no_go"",""lane_id"":""SIX_STATE_LOGICAL_LIFETIME"",""outcome"":{""evaluation_state"":""COMPLETE"",""failed_thresholds"":[""minimum_sequence_cycles""],""reason_code"":""COMPLETE_THRESHOLD_FAILURE"",""result_verdict"":""NO_GO_LIFETIME"",""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",1403303a0035c8a723ba6ca604b86a550c10afe4cfd2c2aa09b27bd2d075bb74
verdict_fixture,SIX_STATE_LOGICAL_LIFETIME:complete_go,"{""evidence"":{""all_lifetime_metrics_complete"":true,""all_mandatory_baselines_complete"":true,""all_signature_eligible"":true,""dual_backend_pass"":true,""fit_diagnostics_pass"":true,""full_six_state_trajectory_denominator"":true,""integrity_complete"":true,""min_simultaneous_lifetime_gain_lcb"":0.01,""min_six_state_relative_gain_point"":0.16,""minimum_sequence_cycles"":10001,""no_postselection"":true,""outcomes_opened"":true,""reset_control_burden_margin_ucb"":0.0,""same_cycle_action_reset_control_cost"":true,""second_statistics_pass"":true},""fixture_id"":""SIX_STATE_LOGICAL_LIFETIME:complete_go"",""lane_id"":""SIX_STATE_LOGICAL_LIFETIME"",""outcome"":{""evaluation_state"":""COMPLETE"",""reason_code"":""ALL_REGISTERED_REQUIREMENTS_PASS"",""result_verdict"":""GO_LIFETIME"",""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",4fbfb52df0d5f3262dcc3a5b539ac2237bed90247acf5e46853617efc80a6ee5
verdict_fixture,RAW_IQ_DIGITAL_HIL:unopened,"{""evidence"":{""outcomes_opened"":false},""fixture_id"":""RAW_IQ_DIGITAL_HIL:unopened"",""lane_id"":""RAW_IQ_DIGITAL_HIL"",""outcome"":{""evaluation_state"":""NOT_EVALUATED_NULL"",""reason_code"":""NOT_EVALUATED_NULL"",""result_verdict"":null,""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",5358de9f0669cfe52d61e8b9e54d33d601bd0c8edbeb7f3d376bea8a2e79ef72
verdict_fixture,RAW_IQ_DIGITAL_HIL:incomplete,"{""evidence"":{""all_four_boundaries_reported"":true,""deadline_miss_count"":0,""implementation_seed_count"":3.01,""initiation_interval_cycles"":1,""latency_statistics_complete"":true,""mismatch_count"":0,""outcomes_opened"":true,""primary_speed_contrast_simultaneous_lcb_ns"":0.01,""primary_speed_contrast_simultaneous_lcb_positive"":true,""raw_iq_board_measured"":true,""recorded_iq_board_measured"":true,""resource_power_measured"":true,""same_source_bitstream_hash"":true,""same_task_measured_comparator_available"":true,""silent_overflow_count"":0,""transaction_count"":1000001,""undefined_action_count"":0,""wcet_minus_deadline_ns"":0.0},""fixture_id"":""RAW_IQ_DIGITAL_HIL:incomplete"",""lane_id"":""RAW_IQ_DIGITAL_HIL"",""outcome"":{""evaluation_state"":""INCOMPLETE"",""missing_fields"":[""integrity_complete""],""reason_code"":""INCOMPLETE_REQUIRED_FIELDS"",""result_verdict"":null,""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",7fd01302a0b40e47665cd347599753d1882982b286551c45adb077fc26946550
verdict_fixture,RAW_IQ_DIGITAL_HIL:complete_no_go,"{""evidence"":{""all_four_boundaries_reported"":true,""deadline_miss_count"":0,""implementation_seed_count"":2.99,""initiation_interval_cycles"":1,""integrity_complete"":true,""latency_statistics_complete"":true,""mismatch_count"":0,""outcomes_opened"":true,""primary_speed_contrast_simultaneous_lcb_ns"":0.01,""primary_speed_contrast_simultaneous_lcb_positive"":true,""raw_iq_board_measured"":true,""recorded_iq_board_measured"":true,""resource_power_measured"":true,""same_source_bitstream_hash"":true,""same_task_measured_comparator_available"":true,""silent_overflow_count"":0,""transaction_count"":1000001,""undefined_action_count"":0,""wcet_minus_deadline_ns"":0.0},""fixture_id"":""RAW_IQ_DIGITAL_HIL:complete_no_go"",""lane_id"":""RAW_IQ_DIGITAL_HIL"",""outcome"":{""evaluation_state"":""COMPLETE"",""failed_thresholds"":[""implementation_seed_count""],""reason_code"":""COMPLETE_THRESHOLD_FAILURE"",""result_verdict"":""NO_GO_HIL_SPEED"",""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",24eb396856676b35af42c8745dd7aa1edee3871fe720d77213dc455fda66c904
verdict_fixture,RAW_IQ_DIGITAL_HIL:complete_go,"{""evidence"":{""all_four_boundaries_reported"":true,""deadline_miss_count"":0,""implementation_seed_count"":3.01,""initiation_interval_cycles"":1,""integrity_complete"":true,""latency_statistics_complete"":true,""mismatch_count"":0,""outcomes_opened"":true,""primary_speed_contrast_simultaneous_lcb_ns"":0.01,""primary_speed_contrast_simultaneous_lcb_positive"":true,""raw_iq_board_measured"":true,""recorded_iq_board_measured"":true,""resource_power_measured"":true,""same_source_bitstream_hash"":true,""same_task_measured_comparator_available"":true,""silent_overflow_count"":0,""transaction_count"":1000001,""undefined_action_count"":0,""wcet_minus_deadline_ns"":0.0},""fixture_id"":""RAW_IQ_DIGITAL_HIL:complete_go"",""lane_id"":""RAW_IQ_DIGITAL_HIL"",""outcome"":{""evaluation_state"":""COMPLETE"",""reason_code"":""ALL_REGISTERED_REQUIREMENTS_PASS"",""result_verdict"":""GO_HIL_SPEED"",""supporting_statuses"":[]},""scientific_result"":""SYNTHETIC_GATE_LOGIC_ONLY_NOT_EXPERIMENTAL_EVIDENCE""}",563dde1bda42652e441b3f93ffc3774982c52f6e2170026441528025285d6190
