section,row_id,lane_or_task,state_or_verdict,payload_json,payload_sha256
artifact,headroom_code,META,BINDING,"{""artifact_id"":""headroom_code"",""bytes"":34126,""path"":""cnn_fpga/benchmark/multimode_causal_headroom.py"",""sha256"":""7b10532716d08e48f1a46c45a2583dcfac6df427218d67386fe19c3b60dbe1e7""}",05adecd646ebd519565e92e22d2d7a776bd61a02c65226e36ad6b69bb00394f6
artifact,headroom_source,META,BINDING,"{""artifact_id"":""headroom_source"",""bytes"":41726,""path"":""scripts/run_t6_20_4_causal_headroom.jl"",""sha256"":""88358c54da640a852fdb9314f29853a464039dcd2b8fcd16d1e0d4301d01e7ae""}",efc5e9815dffe3b768d8809326b24ab01eb1dff1f2bfcb6cb3edd2f2fe0e9f03
artifact,formal_report,META,BINDING,"{""artifact_id"":""formal_report"",""bytes"":102658,""path"":""docs/t6_25_2_converged_rtl_formal.json"",""sha256"":""a8e8b8427cfa0557b77cfe0774dc50fb9300c832acc61cfc5ce5b622f2c4cab7""}",1c80b9ea07fea4640f18f7c8cee0a3bea7c7567cb8ff13abb1f6f41525c61f56
artifact,formal_source_data,META,BINDING,"{""artifact_id"":""formal_source_data"",""bytes"":7985,""path"":""docs/t6_25_2_converged_rtl_formal_source_data.csv"",""sha256"":""3f5f816931431aaab2f70947954490125c2c831e31a67a5f24a693737052b54b""}",b4eda8e9c94bca15c69a41d041ea9dc5a70f51f7e15af22b0d1b7542d246b118
artifact,formal_code,META,BINDING,"{""artifact_id"":""formal_code"",""bytes"":33350,""path"":""cnn_fpga/benchmark/converged_rtl_formal.py"",""sha256"":""7ca58c14dcfb28bced2fe653f18e0a54ed47ffb9d6bd1dc0fd36ec55fa09e707""}",4019a20c9fc4cff6aa6e883cd959ced7202165eb2f1c56f38d756e90537db4b5
artifact,long_report,META,BINDING,"{""artifact_id"":""long_report"",""bytes"":40956,""path"":""docs/t6_25_3_converged_long_rtl.json"",""sha256"":""24f39dcad4677895d07b087793823f9054cc8d48ac4dd13fe4346cfa62fcadea""}",6df8a749a7862771c64efb3f4703a61b2e36d79f76f2554b8367b224bd7f6ba5
artifact,long_source_data,META,BINDING,"{""artifact_id"":""long_source_data"",""bytes"":6546,""path"":""docs/t6_25_3_converged_long_rtl_source_data.csv"",""sha256"":""d7050e84605cd066b75be4b4cbf24171d9bb4db7e5e40f85f6f97c548f5d2d2a""}",1954b8397bc286622a8ecf66c1683533ff94cbb905c5f46d305675245187783c
artifact,long_code,META,BINDING,"{""artifact_id"":""long_code"",""bytes"":55315,""path"":""cnn_fpga/benchmark/converged_long_rtl_qualification.py"",""sha256"":""5e61ba4b1a1bd9e321438ebdc85761cafbf77c25bbf10a242f854c90c5d5af11""}",74474446bd0a745c1ddfe660d420eef078ac5d2d7a59edbda9d82f0e49393b8a
artifact,hardware_report,META,BINDING,"{""artifact_id"":""hardware_report"",""bytes"":32395,""path"":""docs/t6_25_4_converged_hardware.json"",""sha256"":""953162d728e887ec563c6a96d08395024345ea0ae12780fb3c85b2292d435104""}",17925c56f49b1507615d99a511b4f405a355157f83c2d08f96f47526706c56f1
artifact,hardware_source_data,META,BINDING,"{""artifact_id"":""hardware_source_data"",""bytes"":1137,""path"":""docs/t6_25_4_converged_hardware_source_data.csv"",""sha256"":""26c55466146625d9c360560609839128b7b0a83a5591f3715c3939d7b942e425""}",e26f30992638dcf911df050f898af30d61c420e0e3be4ba1e6767ef7e5d84826
artifact,hardware_config,META,BINDING,"{""artifact_id"":""hardware_config"",""bytes"":754,""path"":""configs/phase6d/t6_25_4_converged_hardware.json"",""sha256"":""678622dcd19a34d939d9cd00d6902dd78ed82d32f839841bdcf0e6ea0038bcf1""}",df2a6179217869ad3a24f9497432b647bb84123442fb36d4ad624b138a4753d5
artifact,hardware_code,META,BINDING,"{""artifact_id"":""hardware_code"",""bytes"":36856,""path"":""cnn_fpga/benchmark/converged_hardware_lane_qualification.py"",""sha256"":""6b1c61f4690ff22501b47f0a1c6a1238281645b3a39dfcae254e6514dcebf4da""}",942965e9604c48ebf94ccc4627ed2ce2a37fd2e1c95b75bc15557e32dc916b00
artifact,production_rtl,META,BINDING,"{""artifact_id"":""production_rtl"",""bytes"":13007,""path"":""cnn_fpga/rtl/gkp_route_a_converged_production_top.sv"",""sha256"":""67bd18122a60d9107e048b2f97f49d52d39be784835ffcff85d404f105618269""}",93698c730f4c830ff9805ad05bea497e9ae2b90976b51165da1601a38f85a963
artifact,synthesis_rtl,META,BINDING,"{""artifact_id"":""synthesis_rtl"",""bytes"":12317,""path"":""cnn_fpga/rtl/gkp_route_a_converged_synth_top.sv"",""sha256"":""9f59e2afe58832ef27d3390e37743de0a22cf8086645f744628db4087f12cfd0""}",d9626c54017f14e5f3e338705160df9abcb6554a35dc4ea204f17e4924ecb7a8
artifact,hardware_netlist,META,BINDING,"{""artifact_id"":""hardware_netlist"",""bytes"":11898531,""path"":""docs/t6_25_4_converged_synth_netlist.json"",""sha256"":""b771b5da8761cd458b3d159b4e2d004aed3fdc024e78574a0fbcf36f1c08feaf""}",aa40b5af42c2f2edc46d97b68e56ef2c85a641f5c6b609636b41f0136f43db58
artifact,board_blocker_report,META,BINDING,"{""artifact_id"":""board_blocker_report"",""bytes"":9311,""path"":""docs/t6_9_2_route_a_board_measurement_blocker.json"",""sha256"":""3ba6b5fbaf88049b62a6bb8fe32d3a1ccb2c4e234c7b4f96e7401e3f598bf8c8""}",79b3ab6bb9be357e9ee660d456bdd7bde83fbec2c19ae1736d53f3a61c5cc8a0
artifact,board_blocker_code,META,BINDING,"{""artifact_id"":""board_blocker_code"",""bytes"":14700,""path"":""cnn_fpga/benchmark/route_a_board_measurement_gate.py"",""sha256"":""397c2dc76a7bba0d71a1b1582cddb01b385c8beee4429ea21d20ea322466352b""}",df708ef71f20d41bf1078692a6bcabfaa0ff2fcba8e2ab3e3fe7f2303044a836
artifact,historical_claim_snapshot,META,BINDING,"{""artifact_id"":""historical_claim_snapshot"",""bytes"":80985,""path"":""docs/t7_1_1_claim_evidence_boundary_matrix.json"",""sha256"":""d3126d0c7b3a8991a23b1b4281558020e5c76f8b00a071717c30a491d546253c""}",2933c943f00de34baf0540fe82a35f5695c33642ae7c4cb3956431c1301bb824
artifact,historical_main_figure_1_2,META,BINDING,"{""artifact_id"":""historical_main_figure_1_2"",""bytes"":31787,""path"":""docs/t7_1_2_main_figure_contract.json"",""sha256"":""a943b34868dcfd4d650954e1717601b620b371b45e82a9a6b29c678e41181ed4""}",8c4b123b4de74c42aa5dbe9b67dbd97f48b205a6bd1455daf788c360cd528366
artifact,historical_main_figure_3_4,META,BINDING,"{""artifact_id"":""historical_main_figure_3_4"",""bytes"":57101,""path"":""docs/t7_1_3_main_result_figure_contract.json"",""sha256"":""e6a4e490d294a55856ad313d00b1c2065db6a0d558339bf763451696c2f07092""}",a8d7eceecb2b066cbd98fc8d360d1bb414134641935c244ac5bb23cf0f57083d
