row_type,record_id,family,status,path,value,detail
lane_member,static_periodic_map,decoder_current_syndrome,REGISTERED,,paired logical decision error on identical syndrome traces,top-K is an implementation sensitivity; decoder oracle is a nondeployable reference
lane_member,topk_periodic_map,decoder_current_syndrome,REGISTERED,,paired logical decision error on identical syndrome traces,top-K is an implementation sensitivity; decoder oracle is a nondeployable reference
lane_member,decoder_oracle_map,decoder_current_syndrome,REGISTERED,,paired logical decision error on identical syndrome traces,top-K is an implementation sensitivity; decoder oracle is a nondeployable reference
lane_member,standard_binning,decoder_continuous_drift,REGISTERED,,paired LER/proper score with training-only calibration and one-window delay,T5.1.2 must rebuild a shared scenario adapter; old task-local numbers are not pooled
lane_member,static_periodic_map,decoder_continuous_drift,REGISTERED,,paired LER/proper score with training-only calibration and one-window delay,T5.1.2 must rebuild a shared scenario adapter; old task-local numbers are not pooled
lane_member,ewma_adaptive_map,decoder_continuous_drift,REGISTERED,,paired LER/proper score with training-only calibration and one-window delay,T5.1.2 must rebuild a shared scenario adapter; old task-local numbers are not pooled
lane_member,kalman_adaptive_map,decoder_continuous_drift,REGISTERED,,paired LER/proper score with training-only calibration and one-window delay,T5.1.2 must rebuild a shared scenario adapter; old task-local numbers are not pooled
lane_member,sliding_window_map,decoder_continuous_drift,REGISTERED,,paired LER/proper score with training-only calibration and one-window delay,T5.1.2 must rebuild a shared scenario adapter; old task-local numbers are not pooled
lane_member,decoder_oracle_map,decoder_continuous_drift,REGISTERED,,paired LER/proper score with training-only calibration and one-window delay,T5.1.2 must rebuild a shared scenario adapter; old task-local numbers are not pooled
lane_member,standard_binning,decoder_episode_memory,REGISTERED,,paired episode logical error under the registered history budget,episode and continuous-drift results remain separate
lane_member,static_periodic_map,decoder_episode_memory,REGISTERED,,paired episode logical error under the registered history budget,episode and continuous-drift results remain separate
lane_member,memory_bayesian,decoder_episode_memory,REGISTERED,,paired episode logical error under the registered history budget,episode and continuous-drift results remain separate
lane_member,decoder_oracle_map,decoder_episode_memory,REGISTERED,,paired episode logical error under the registered history budget,episode and continuous-drift results remain separate
lane_member,standard_binning,finite_energy_effective,REGISTERED,,paired residual MSE and cell-parity error on held-out samples,effective-model result is not full finite-Fock recovery or channel optimum
lane_member,finite_energy_static_shrinkage,finite_energy_effective,REGISTERED,,paired residual MSE and cell-parity error on held-out samples,effective-model result is not full finite-Fock recovery or channel optimum
lane_member,no_correction_idle_memory,protocol_wallclock,REGISTERED,,fidelity/code survival/logical-Z lifetime plus protocol-native event counts,per-cycle and wall-clock results must both be shown; no desired ordering is required
lane_member,standard_measurement_feedback_sbs,protocol_wallclock,REGISTERED,,fidelity/code survival/logical-Z lifetime plus protocol-native event counts,per-cycle and wall-clock results must both be shown; no desired ordering is required
lane_member,autonomous_sbs,protocol_wallclock,REGISTERED,,fidelity/code survival/logical-Z lifetime plus protocol-native event counts,per-cycle and wall-clock results must both be shown; no desired ordering is required
lane_member,standard_measurement_feedback_sbs,control_matched_model,REGISTERED,,same-model paired lifetime/fidelity/burden/cost with frozen seeds and horizon,exact budget and cutoff must be matched; universal NMF-over-MF is prohibited
lane_member,latest_outcome_mf_fnn,control_matched_model,REGISTERED,,same-model paired lifetime/fidelity/burden/cost with frozen seeds and horizon,exact budget and cutoff must be matched; universal NMF-over-MF is prohibited
lane_member,exponential_recurrence_controller,control_matched_model,REGISTERED,,same-model paired lifetime/fidelity/burden/cost with frozen seeds and horizon,exact budget and cutoff must be matched; universal NMF-over-MF is prohibited
lane_member,bounded_residual_rnn_teacher,control_matched_model,REGISTERED,,same-model paired lifetime/fidelity/burden/cost with frozen seeds and horizon,exact budget and cutoff must be matched; universal NMF-over-MF is prohibited
lane_member,distilled_low_dimensional_student,control_matched_model,REGISTERED,,same-model paired lifetime/fidelity/burden/cost with frozen seeds and horizon,exact budget and cutoff must be matched; universal NMF-over-MF is prohibited
lane_member,run_length_event_controller,event_and_regime_components,REGISTERED,,"component detection/calibration/cost metrics, not logical-policy ranking",component rows cannot be inserted into the main LER leaderboard without an explicit adapter
lane_member,regime_hmm_estimator,event_and_regime_components,REGISTERED,,"component detection/calibration/cost metrics, not logical-policy ranking",component rows cannot be inserted into the main LER leaderboard without an explicit adapter
lane_member,standard_measurement_feedback_sbs,control_oracle_short_horizon,REGISTERED,,exact short-horizon terminal objective on identical branches,the two-cycle oracle cannot be extrapolated into the ten-cycle controller table
lane_member,finite_horizon_control_oracle,control_oracle_short_horizon,REGISTERED,,exact short-horizon terminal objective on identical branches,the two-cycle oracle cannot be extrapolated into the ten-cycle controller table
exclusion,secondary_knill_qunaught,secondary,REFERENCE_ONLY_NOT_MAIN_RANKING,docs/t5_0_1_literature_trend_reproduction.json,different protocol/resources and no approved common sBs execution lane,
exclusion,secondary_psteane,secondary,ANALYTIC_PASS_NOT_MAIN_RANKING,docs/t5_0_2_independent_cross_fidelity_holdout.json,"small-noise analytic preprocessing result, not sBs controller or physical squeezing implementation",
probe,no_correction_probe,runtime_probe,PASS,,"{""all_control_and_ancilla_event_counts_are_zero"": true, ""density_is_trace_hermitian_psd"": true, ""idle_channel_obeys_time_semigroup"": true, ""not_a_renamed_standard_sbs_curve"": true, ""same_wallclock_grid_as_standard_sbs"": true}","{""event_accounting"": {""active_gate_applications"": 0, ""active_gates_per_100us"": 0.0, ""cycles_per_100us"": 10.0, ""frame_updates"": 0, ""full_cycles"": 3, ""measurement_events"": 0, ""measurements_per_100us"": 0.0, ""outcome_dependent_parameter_updates"": 0, ""reset_events"": 0, ""resets_per_100us"": 0.0, ""total_physical_time_us"": 30.0}, ""fidelity"": [1.0, 0.9526016523105998, 0.9111297285996744, 0.874737033942017], ""gates"": {""all_control_and_ancilla_event_counts_are_zero"": true, ""density_is_trace_hermitian_psd"": true, ""idle_channel_obeys_time_semigroup"": true, ""not_a_renamed_standard_sbs_curve"": true, ""same_wallclock_grid_as_standard_sbs"": true}, ""logical_z_signal"": [0.9995000866499826, 0.951120503496645, 0.9064916938885832, 0.8656044560183825], ""maximum_hermiticity_error"": 0.0, ""maximum_trace_error"": 0.0, ""minimum_final_eigenvalue"": -4.865456014908258e-18, ""standard_sbs_density_max_difference"": 0.3429272722854374, ""ten_us_vs_two_five_us_semigroup_error"": 1.1102230246251565e-16, ""time_us"": [0.0, 10.0, 20.0, 30.0]}"
probe,finite_energy_static_probe,runtime_probe,PASS,,"{""all_shrinkage_mse_not_worse"": true, ""fitted_gain_moves_toward_one"": true, ""five_point_sweep"": true, ""logical_advantage_shrinks"": true, ""mse_advantage_shrinks"": true, ""train_eval_are_disjoint_by_protocol"": true}","{""eval_samples"": 300000, ""gates"": {""all_shrinkage_mse_not_worse"": true, ""fitted_gain_moves_toward_one"": true, ""five_point_sweep"": true, ""logical_advantage_shrinks"": true, ""mse_advantage_shrinks"": true, ""train_eval_are_disjoint_by_protocol"": true}, ""points"": [{""delta"": 0.6, ""fitted_gain"": 0.1753323392205639, ""gain_ci_low"": 0.07121072189319466, ""shrinkage_logical_error"": 0.008023333333333334, ""standard_logical_error"": 0.08017}, {""delta"": 0.5, ""fitted_gain"": 0.26416421309475563, ""gain_ci_low"": 0.046409227988133454, ""shrinkage_logical_error"": 0.01133, ""standard_logical_error"": 0.05850333333333333}, {""delta"": 0.4, ""fitted_gain"": 0.3880628967686191, ""gain_ci_low"": 0.018720801747494936, ""shrinkage_logical_error"": 0.017643333333333334, ""standard_logical_error"": 0.03685666666666667}, {""delta"": 0.3, ""fitted_gain"": 0.5519184579037921, ""gain_ci_low"": 0.0017953323562249872, ""shrinkage_logical_error"": 0.018676666666666668, ""standard_logical_error"": 0.02063}, {""delta"": 0.22, ""fitted_gain"": 0.6933279912905911, ""gain_ci_low"": 2.0577866075003536e-06, ""shrinkage_logical_error"": 0.012403333333333334, ""standard_logical_error"": 0.01242}], ""scope"": ""syndrome_level_effective_model"", ""train_samples"": 120000}"
gate,required_comparator_set_is_exact_and_unique,acceptance,PASS,,True,
gate,all_implementation_anchors_are_live,acceptance,PASS,,True,
gate,all_parent_artifacts_pass,acceptance,PASS,,True,
gate,all_rows_define_information_protocol_metric_time_compute_and_claim_scope,acceptance,PASS,,True,
gate,only_decoder_oracle_reads_hidden_truth_online,acceptance,PASS,,True,
gate,hidden_truth_oracles_are_nondeployable,acceptance,PASS,,True,
gate,no_correction_is_executable_zero_action_and_not_standard_sbs_alias,acceptance,PASS,,True,
gate,finite_energy_static_is_executed_not_narrative_only,acceptance,PASS,,True,
gate,lane_membership_is_reciprocal_and_no_global_leaderboard_exists,acceptance,PASS,,True,
gate,run_length_and_hmm_remain_component_only,acceptance,PASS,,True,
gate,control_oracle_is_short_horizon_nondeployable_only,acceptance,PASS,,True,
gate,student_claim_remains_qualified_not_hardware,acceptance,PASS,,True,
gate,knill_and_psteane_are_explicitly_excluded_from_main_ranking,acceptance,PASS,,True,
gate,t5_1_2_matrix_is_preregistered_not_falsely_executed,acceptance,PASS,,True,
