section,record_id,payload_json,payload_sha256
deviation,D25,"{""chosen"":""Use one persistent Adam instance per agent, record the uninterrupted epoch ledger, and retain terminal optimizer/model/CPU-CUDA-NumPy RNG state in a separately hashed restart payload."",""claim_effect"":""Convergence or best-agent distributions are not directly comparable to the pinned source."",""comparability"":""OPTIMIZER_TRAJECTORY_DIFFERENT"",""id"":""D25"",""locator"":{""official"":""feedback_GRAPE.py:196-212 constructs Adam inside every epoch"",""paper"":""Supplement S3C gives learning rate but not optimizer-state reset semantics"",""project"":""cnn_fpga/benchmark/puviani_paper_constrained_artifacts.py:_train_paper_agent constructs Adam once per agent""},""paper_numeric_anchor_eligible"":false,""rationale"":""Persistent moments are standard Adam semantics and provide deterministic resumability, but change the optimization path."",""severity"":""Critical"",""topic"":""Adam state recreation"",""value"":{""official"":""new Adam optimizer each epoch"",""paper"":""gradient-based optimization, lr=1e-4; optimizer-state lifetime unspecified"",""project"":""persistent Adam moments for all 1000 epochs""}}",17fd59d8718528fb0ac0baf75f0160fa5691378a76f28c0543cf51f203fac5b4
deviation,D26,"{""chosen"":""Use explicit independent seeded RNG streams and persist seed, outcome and Born probability per trajectory."",""claim_effect"":""Only distributional, not trajectory-by-trajectory, source comparison is meaningful."",""comparability"":""RNG_STREAMS_NOT_REPRODUCIBLE_ACROSS_IMPLEMENTATIONS"",""id"":""D26"",""locator"":{""official"":""operators.py:141 uses unseeded tf.random.uniform(...).numpy()"",""paper"":""Born-rule trajectory sampling stated; RNG algorithm and seeds absent"",""project"":""torch.Generator seeded by frozen rollout derivation""},""paper_numeric_anchor_eligible"":false,""rationale"":""Auditable stochastic experiments require replayable streams without replacing physics-conditioned probabilities."",""severity"":""High"",""topic"":""measurement RNG and seed control"",""value"":{""official"":""unseeded TensorFlow uniform draw with no stream ledger"",""paper"":""categorical quantum measurement sampling"",""project"":""deterministic per-rollout uniform draw compared with state-conditioned Born probability""}}",ef36f22dffae81589e33425d383070c87e8123c2f085818aee35c6abdda69f59
deviation,D27,"{""chosen"":""Freeze the project layer-interleaved order and store action names, not bare positions, in every raw record and checkpoint manifest."",""claim_effect"":""Official weights, if later obtained, cannot be loaded without a verified permutation adapter."",""comparability"":""SEMANTIC_ACTION_MAP_REQUIRED_NO_RAW_WEIGHT_TRANSFER"",""id"":""D27"",""locator"":{""official"":""GKP_environment.py:300-365 uses [VR, phi1..4, theta1..4, Re beta1..3, Im beta1..3]"",""paper"":""Supplement S3B lists the action set but not tensor order"",""project"":""physics/differentiable_sbs_trajectory.py:PARAMETER_NAMES""},""paper_numeric_anchor_eligible"":false,""rationale"":""Both layouts represent the same named controls only if the mapping is explicit; silent tensor reuse would be catastrophic."",""severity"":""Critical"",""topic"":""15-action vector order"",""value"":{""official"":""VR-first grouped order"",""paper"":""8 rotation angles, 6 displacement components and 1 virtual rotation"",""project"":""layer-interleaved phi/theta/Re-beta/Im-beta for layers 1-3, layer4 phi/theta, VR-last""}}",387f5e37dd66fb1362914734b5d62acbb1f1c437d79e51c5df9f82eba6d46252
deviation,D28,"{""chosen"":""Keep the T9.1.3 comparator binary and prohibit transferring its result to the future IQ task signature."",""claim_effect"":""T9.1.3 provides no drift-adaptive raw-IQ evidence."",""comparability"":""MATCHED_FOR_BINARY_LANE_ONLY"",""id"":""D28"",""locator"":{""official"":""operators.POVM returns binary outcome; no analog IQ path"",""paper"":""ideal projective g/e measurement outcomes"",""project"":""T9.1.3 observation remains binary; Phase 9.2 will add IQ""},""paper_numeric_anchor_eligible"":false,""rationale"":""Adding analog observations would no longer be a paper-constrained MF/NMF comparison."",""severity"":""High"",""topic"":""IQ observation model"",""value"":{""official"":""binary g/e"",""paper"":""binary g/e"",""phase9_target"":""complex IQ, LLR, confidence and timestamps"",""project_current"":""binary g/e""}}",64060d671547459e8ff14290628e127c6b4ba78811c1a765d740a0aeba036c5b
deviation,D29,"{""chosen"":""Declare leakage absent in this artifact lane and require later independent multilevel backend evaluation."",""claim_effect"":""No leakage robustness or device-readiness claim is allowed."",""comparability"":""MATCHED_PAPER_OMISSION_NOT_REALISTIC_TWIN"",""id"":""D29"",""locator"":{""official"":""two-dimensional ancilla operators"",""paper"":""two-level ancilla model"",""project"":""T9.1.3 differentiable backend; T9.2 multilevel target""},""paper_numeric_anchor_eligible"":false,""rationale"":""Binary outcome noise cannot stand in for persistent f-state dynamics."",""severity"":""High"",""topic"":""ancilla leakage"",""value"":{""official"":""g/e only"",""paper"":""g/e only"",""phase9_target"":""g/e/f leakage residence and intervention"",""project_current"":""g/e only; no f state""}}",34bd952f22fd127a2327955f8d8f52497b58fe07ca423ba5b66a04fbb877514d
deviation,D30,"{""chosen"":""Retain the paper ideal-reset model only for this comparator and do not synthesize reset acknowledgements."",""claim_effect"":""No reset-fault, fail-closed or worst-window advantage follows from T9.1.3."",""comparability"":""PAPER_MODEL_ONLY_NOT_RESET_ROBUSTNESS"",""id"":""D30"",""locator"":{""official"":""qutils.reset_ancilla replaces ancilla with target state"",""paper"":""measurement/reset occupies 2.3 us but reset is idealized"",""project"":""T9.1.3 ideal reset; T9.2 reset-failure target""},""paper_numeric_anchor_eligible"":false,""rationale"":""Inventing a fault rate would break the paper constraint; omitting it prevents realistic-tail claims."",""severity"":""High"",""topic"":""reset failure and acknowledgement"",""value"":{""official"":""deterministic perfect reset"",""paper"":""reset timing included, failures unspecified"",""phase9_target"":""stochastic reset failure plus observed acknowledgement"",""project_current"":""deterministic perfect reset with timing cost""}}",e740e383146e27f49144f1e047686c13b4b47cfbef77b794c6d3628f5ffb3ac6
deviation,D31,"{""chosen"":""Do not add drift to the paper-constrained artifact lane; evaluate drift only in separately signed project-native tasks."",""claim_effect"":""T9.1.3 cannot support calibration, telegraph or compound-drift claims."",""comparability"":""PAPER_COMPARATOR_ONLY_NO_DRIFT_ADAPTATION"",""id"":""D31"",""locator"":{""official"":""noise level fixed by environment configuration"",""paper"":""fixed low/medium/high Markovian noise and biased-gate tests"",""project"":""T9.1.3 fixed high-noise training; T9.2 action-conditioned drift target""},""paper_numeric_anchor_eligible"":false,""rationale"":""A changed environment would confound reproduction provenance with the proposed innovation."",""severity"":""High"",""topic"":""action-conditioned drift"",""value"":{""official"":""no such process"",""paper"":""no online action-conditioned latent drift process"",""phase9_target"":""action-dependent transition and timing uncertainty"",""project_current"":""no such process""}}",1ac486f933d1d4a710c0cc101b1506e553b4bb03b9a2f3f17f1c9c28bce679e3
deviation,D32,"{""chosen"":""Keep inference and source-to-action latency numeric fields null until measured HIL."",""claim_effect"":""No faster-decoder or real-time hardware claim is allowed."",""comparability"":""NO_HARDWARE_TIMING_COMPARISON"",""id"":""D32"",""locator"":{""official"":""no controller timing instrumentation"",""paper"":""gate and measurement durations are simulated; neural inference duration is not modeled"",""project"":""T9.1.3 literature timing profile; T9.7 HIL lane""},""paper_numeric_anchor_eligible"":false,""rationale"":""Simulation wall-clock cannot substitute for deterministic board latency."",""severity"":""Critical"",""topic"":""controller inference latency"",""value"":{""official"":null,""paper"":null,""project_current"":""simulator runtime only, not physical inference latency""}}",0549142ec830cfd2f804bd888955cfde7fed76804c82ea4ef58b7033a6ae6bc1
deviation,D33,"{""chosen"":""Retain the frozen variance-reduction baseline and bounded-control regularizers as an explicitly project-specific training heuristic, and disclose both their weights and the missing regularizer score-function contribution in every evidence package."",""claim_effect"":""Absolute controller quality cannot be attributed to the paper algorithm alone, and no paper-exact or unbiased expected-regularized-objective claim is allowed."",""comparability"":""TRAINING_OBJECTIVE_DEVIATION"",""id"":""D33"",""locator"":{""official"":""feedback_GRAPE.py:209 uses raw score term without a documented moving baseline or control penalties"",""paper"":""Eq. 1 / Supplement Eq. S5 gives pathwise plus score term"",""project"":""cnn_fpga/benchmark/puviani_paper_constrained_artifacts.py:_train_paper_agent""},""paper_numeric_anchor_eligible"":false,""rationale"":""They stabilize training and enforce deployable action behavior but alter the objective beyond the stated paper loss. Because residual/slew penalties depend on stochastic policy history, the implemented gradient is not claimed to be an unbiased gradient of an expected regularized objective."",""severity"":""High"",""topic"":""project loss regularization and score baseline"",""value"":{""official"":""same two terms, no residual/slew penalties"",""paper"":""final-fidelity pathwise and log-probability score gradients"",""project"":""EMA score baseline 0.95 plus residual and slew L2 weights 1e-5; the regularizer contribution uses its pathwise derivative only and does not add a likelihood-ratio term for the policy-dependent action-history distribution""}}",c0d6c6c134b6315d58ae5fe2f9912146ff95c815782c269a76e873670f9d7e42
deviation,D34,"{""chosen"":""Match the visible GQF token orientation and initial zero-sentinel GRU update while retaining 0/1 only in raw evaluator storage."",""claim_effect"":""No hidden-state equivalence with an unavailable official checkpoint is claimed."",""comparability"":""OFFICIAL_SOURCE_SEMANTICS_MATCHED_PAPER_ENCODING_UNSPECIFIED"",""id"":""D34"",""locator"":{""official"":""operators.POVM emits g=+1/e=-1 and env.reset supplies a zero sentinel before the first stateful GRU call"",""paper"":""m_i in {g,e}; GRU hidden initialization not specified"",""project"":""controller_contract.observation and NMF reset_rollout""},""paper_numeric_anchor_eligible"":false,""rationale"":""Token sign and the sentinel update both change the recurrent state over the short 20-observation training horizon and are directly recoverable from the pinned source."",""severity"":""High"",""topic"":""observation encoding and recurrent initialization"",""value"":{""official"":""zero sentinel, then g=+1/e=-1; h0 reset by framework"",""paper"":""categorical g/e, numeric mapping and h0 unspecified"",""project"":""raw events retain g=0/e=1, policy adapter maps them to g=+1/e=-1, consumes a zero sentinel, and starts h0=zeros""}}",e64d28842bb4f5cabc934c2e6ee1b1543e40fe298822c5eadd5565c19f0f8245
deviation,D35,"{""chosen"":""Implement and record separate pre-measurement layer action d_k and post-measurement pending action d_(k+1); reuse the latter without a second stateful-policy call and terminate after its VR/idle boundary correction."",""claim_effect"":""The former same-action/post-measurement VR implementation is revoked; timing-sensitive results require the new causal event ledger and remain paper-constrained, not official exact."",""comparability"":""PAPER_CAUSAL_TIMELINE_MATCHED_SOURCE_TERMINAL_EXECUTION_DISCLOSED"",""id"":""D35"",""locator"":{""official"":""GKP_environment.py applies VR at the entry of the next step from prior sign/action"",""paper"":""Fig. 2 and Table S1 show measurement/reset followed by virtual rotation and idle"",""project"":""the versioned physics/puviani_paper_causal.py adapter computes d_0...d_H without changing the historical T2.3.7 backend""},""paper_numeric_anchor_eligible"":false,""rationale"":""This is the only indexing that simultaneously makes the current outcome affect subsequent gates, reproduces the visible GQF ordering, retains 20 measurements, and accounts for exactly 20*5 us."",""severity"":""Critical"",""topic"":""action timing and virtual-rotation placement"",""value"":{""official"":""previous-step sign drives entering-cycle VR"",""paper"":""causal feedback based on past observations; exact action timestamp not fully formalized"",""project"":""d_k layers -> m_k -> collapsed-branch 2.3 us -> reset -> VR from d_(k+1)(m_0..m_k) -> 1 us -> d_(k+1) next layers, with terminal VR after m_19""}}",b973b51df92097769f7ae7ded027450879fb3872bbc381f50cbee5e8b48b6589
deviation,D36,"{""chosen"":""Forbid best-of-20 selection on test or six-state lifetime and retain all agent rows."",""claim_effect"":""A lower project result cannot refute the paper, and a higher one cannot establish surpass."",""comparability"":""SELECTION_ESTIMAND_DIFFERENT_BUT_LEAKAGE_CONTROLLED"",""id"":""D36"",""locator"":{""official"":""no disjoint train/validation/test selection implementation"",""paper"":""Supplement S3C selects the best performing agent by longer lifetime"",""project"":""training.selection""},""paper_numeric_anchor_eligible"":false,""rationale"":""Selecting on the reported endpoint induces optimism and conflicts with the Phase-9 split contract."",""severity"":""Critical"",""topic"":""agent-level selection leakage"",""value"":{""official"":null,""paper"":""best lifetime among trained agents"",""project"":""within-agent checkpoint and across-agent decisions use validation only; qualification data remain unseen""}}",22322401a239c912a11f28b048129862670a2e4973abc20cce1fb7a64b3b6977
deviation,D37,"{""chosen"":""Compute all six states without substituting symmetry; any three-axis summary is secondary and derived after diagnostics."",""claim_effect"":""Future Phase-9 lifetime claims use the stricter six-state contract, not the paper's reduced summary alone."",""comparability"":""AGGREGATION_CONTRACT_DIFFERENT"",""id"":""D37"",""locator"":{""official"":""no evaluator"",""paper"":""Supplement S4B uses T=3/(1/T_-X+1/T_-Y+1/T_Z) after a symmetry check"",""project"":""T9.1.1 SIX_STATE_LOGICAL_LIFETIME signature""},""paper_numeric_anchor_eligible"":false,""rationale"":""Drift, reset and leakage extensions can break the symmetry assumed in the paper model."",""severity"":""High"",""topic"":""six-state symmetry and channel aggregation"",""value"":{""official"":null,""paper"":""uses three selected state lifetimes after observed +/- symmetry"",""project"":""retain all six state-specific curves and gate on the minimum registered contrast""}}",e4eb33de96b567db86d06526b723a491ece7256a6b3856c019857ceb576549eb
deviation,D38,"{""chosen"":""Retain every sampled trajectory in the denominator and tag any forced branch as non-performance test data."",""claim_effect"":""Any accepted-only or forced-path metric is ineligible for ranking."",""comparability"":""FULL_DENOMINATOR_REQUIRED"",""id"":""D38"",""locator"":{""official"":""GKPEnv exposes deterministic mu mode"",""paper"":""lifetime curves use raw sampled trajectories; Fig. 4 uses one fixed sequence only for interpretation"",""project"":""six_state_qualification.postselection""},""paper_numeric_anchor_eligible"":false,""rationale"":""An illustrative fixed path cannot support lifetime or LER performance."",""severity"":""Critical"",""topic"":""postselection and deterministic measurement mode"",""value"":{""official"":""both sampled and forced-outcome modes exist"",""paper"":""no postselection for lifetime; one explicitly fixed illustrative path"",""project"":""forced outcomes allowed only for unit tests; zero rejection in qualification""}}",5fcf152fb71a297e3eee9a2a25dd350c45447d44ed97265491a0539617810a9b
deviation,D39,"{""chosen"":""Record solver family as a material deviation and require step-size/cutoff convergence in the two-backend T9.2 qualification."",""claim_effect"":""T9.1.3 physics results remain diagnostic and cannot enter a formal SOTA gate."",""comparability"":""SOLVER_CONVERGENCE_NOT_CROSS_QUALIFIED"",""id"":""D39"",""locator"":{""official"":""GKP_environment.py uses phase-specific low step counts such as 2, 3, 4 and 20"",""paper"":""Supplement S3B names RK4 but gives no universal time step or convergence tolerance"",""project"":""analytic idle channels, cutoff-12/16 confirmation""},""paper_numeric_anchor_eligible"":false,""rationale"":""Integrator discretization error is inseparable from controller performance without convergence evidence."",""severity"":""High"",""topic"":""RK4 step size and convergence"",""value"":{""official"":""phase-specific hard-coded time_steps"",""paper"":null,""project"":""no RK4 time-step parameter; truncation confirmation only""}}",1ac1efd7c57f0da629ed0e72abde49768d373627a2e9f5d65e94cdb0ea99e917
deviation,D40,"{""chosen"":""Retain the numerically stable orthonormalized projector evaluator as a named non-promotional diagnostic and expose its state/operator IDs plus raw codeword overlap in every stratum."",""claim_effect"":""No source-style six-state lifetime or absolute Puviani comparison may be inferred from this evaluator."",""comparability"":""STATE_AND_OPERATOR_SEMANTICS_DIFFERENT_NONPROMOTIONAL"",""id"":""D40"",""locator"":{""official"":""GKP_environment.py constructs finite-energy logical_zero/logical_one and operators.gkp_Pauli_X/Y/Z"",""paper"":""Supplement S1 and S4 use finite-energy coherent-grid codewords and displacement-defined logical Pauli operators"",""project"":""PaperCausalSBSTrajectorySimulator finite-cutoff basis diagnostics and T9.1.3 _set_logical_state""},""paper_numeric_anchor_eligible"":false,""rationale"":""At finite cutoff, orthonormalization changes the prepared states and observables; hiding that difference would make a six-state number look source-equivalent when it is not."",""severity"":""High"",""topic"":""six-state codeword and logical-operator semantics"",""value"":{""official"":""source-style finite-energy codewords and displacement operators"",""paper"":""nonorthogonal finite-energy grid states with displacement logical operators"",""project"":""Lowdin-orthonormalized finite-cutoff isometry with projector-defined code-space Pauli operators; raw overlap and Gram condition number recorded""}}",1fc3e42540b4d91f61323a9bc6b754bac160b47f9b6100d3d73f5bfd014eaa44
deviation,D41,"{""chosen"":""Use paired common random numbers for lower-variance contrasts, disclose the coupling, and forbid treating trajectory rows as independent replicates."",""claim_effect"":""Qualification rows support paired diagnostics only; naive unpaired confidence intervals are invalid."",""comparability"":""MONTE_CARLO_COUPLING_DISCLOSED_CLUSTERED_INFERENCE_REQUIRED"",""id"":""D41"",""locator"":{""official"":""no six-state evaluator or seed ledger"",""paper"":""Supplement S4B reports raw trajectory counts but not cross-state or cross-method RNG coupling"",""project"":""six_state_qualification.monte_carlo_design and raw evaluation_cluster_id/rng_stream_id""},""paper_numeric_anchor_eligible"":false,""rationale"":""Pairing is valid only when the cluster structure is preserved in confidence intervals and multiplicity calculations."",""severity"":""Medium"",""topic"":""paired common-random-number six-state sampling"",""value"":{""official"":null,""paper"":null,""project"":""the same evaluation seed namespace is paired across state/method cells; inference clusters by stratum and evaluation seed""}}",4e6b9b91f72cd56dd404ac7efa044fa4ef41ed9678731681e9dcc51cefd93264
deviation,D42,"{""chosen"":""Version the paper-causal adapter instead of retroactively changing the executable source bound to T2.3.7 evidence."",""claim_effect"":""T9.1.3 results bind the new adapter hash; T2.3.7 remains historical project-native evidence and neither namespace is silently re-sealed."",""comparability"":""VERSIONED_BACKEND_ISOLATION_WITH_SHARED_PHYSICS_PRIMITIVES"",""id"":""D42"",""locator"":{""official"":""pinned GQF commit c9ab1ef2b3ff6fa6d6d24cd95fbd06e2872e016d"",""paper"":""no software-version compatibility contract"",""project"":""physics/puviani_paper_causal.py plus the immutable historical T2.3.7 source hash""},""paper_numeric_anchor_eligible"":false,""rationale"":""A shared-source modification made the older production artifact fail its live hash audit even though the Phase-9 defaults were intended to be compatible. Isolation preserves both evidence namespaces and prevents an unrecorded migration."",""severity"":""Medium"",""topic"":""version-isolated paper-causal backend"",""value"":{""official"":""one source snapshot"",""paper"":null,""project"":""Phase-9 timing/token extensions are isolated in a new module; the earlier simulator/ranking bytes and their production artifact hash remain unchanged""}}",2e7ed2df768d57293e56cd86964a09764fff27af040c84fcbe6995c4e353d3b4
deviation,D43,"{""chosen"":""Retain the frozen safety rule and disclose its empirical inactivity; do not infer equivalence outside this sealed run."",""claim_effect"":""The run remains paper-constrained; clipping inactivity cannot upgrade it to official exact or support a Puviani-surpass claim."",""comparability"":""TRAINING_STABILIZATION_RULE_DIFFERENT_EMPIRICALLY_INACTIVE_ON_THIS_RUN"",""discovery_stage"":""POST_OUTCOME_ANTI_SIMPLIFICATION_AUDIT"",""id"":""D43"",""locator"":{""official"":""feedback_GRAPE.py contains no frozen max-norm clipping contract"",""paper"":""Supplement S3C specifies gradient optimization but no clipping rule"",""project"":""training.gradient_clip_norm and docs/t9_1_3_puviani_training_ledger.parquet:gradient_norm_before_clip""},""paper_numeric_anchor_eligible"":false,""rationale"":""No recorded update was altered by clipping, but the algorithm contains a counterfactual branch absent from the paper contract."",""severity"":""High"",""topic"":""gradient clipping max_norm=10"",""value"":{""official"":""no qualified clipping threshold"",""paper"":null,""project"":{""family_breakdown"":{""mf"":{""maximum"":5.200336572564351,""rows"":20000,""scaled_updates_under_pytorch_rule"":0},""nmf"":{""maximum"":6.72778063230222,""rows"":20000,""scaled_updates_under_pytorch_rule"":0}},""max_norm"":10.0,""maximum_gradient_norm_before_clip"":6.72778063230222,""scaled_updates_under_pytorch_rule"":0,""total_updates"":40000,""updates_strictly_above_max_norm"":0}}}",55261c0182c9ddff421119dd25c40f66898faa28d73763c03c5c79d950f9ab92
deviation,D44,"{""chosen"":""Keep persistent PyTorch Adam for restartable project training, while separating both framework-default and state-lifetime semantics from the paper/official path."",""claim_effect"":""Optimizer convergence and selected-agent quality are project results, not paper-exact numerical reproduction."",""comparability"":""FRAMEWORK_DEFAULTS_AND_OPTIMIZER_STATE_LIFETIME_DIFFER"",""discovery_stage"":""POST_OUTCOME_ANTI_SIMPLIFICATION_AUDIT"",""id"":""D44"",""locator"":{""official"":""feedback_GRAPE.py:196-212 constructs TensorFlow Adam inside every epoch"",""paper"":""Supplement S3B-S3C describes TensorFlow GPU optimization but does not freeze the complete Adam state/default contract"",""project"":""puviani_paper_constrained_artifacts.py:_train_paper_agent constructs torch.optim.Adam once per agent""},""paper_numeric_anchor_eligible"":false,""rationale"":""Even when learning rate and nominal beta values agree, framework epsilon/kernel details and moment lifetime can change the optimization trajectory."",""severity"":""High"",""topic"":""persistent PyTorch Adam versus per-epoch TensorFlow Adam"",""value"":{""official"":""unversioned TensorFlow Adam defaults with state recreated per epoch"",""paper"":""learning rate 1e-4; optimizer-state lifetime and complete framework defaults unspecified"",""project"":""persistent PyTorch Adam state for 1000 epochs using the sealed runtime's framework defaults""}}",1bfa4c422f6282b06bc728adc5f35dc36f57c1c9c200416fbc28e13882632117
deviation,D45,"{""chosen"":""Use disjoint validation-only short-horizon checkpoint and agent selection, retain all candidates, and prohibit lifetime/test selection."",""claim_effect"":""The selected controllers cannot validate or refute the paper's best-agent lifetime and cannot establish Puviani surpass."",""comparability"":""SELECTION_ENDPOINT_AND_BUDGET_MATERIALLY_DIFFER"",""discovery_stage"":""POST_OUTCOME_ANTI_SIMPLIFICATION_AUDIT"",""id"":""D45"",""locator"":{""official"":""no disjoint six-state validation evaluator or frozen candidate budget is published"",""paper"":""Supplement S3C selects the best-performing agent by longer lifetime"",""project"":""training.validation_interval, validation_seeds, validation_batch_size, and validation-only selection ledger""},""paper_numeric_anchor_eligible"":false,""rationale"":""This controls leakage but changes the selected estimand and selection budget relative to the paper's long-lifetime rule."",""severity"":""Critical"",""topic"":""validation cadence, budget, and selection endpoint"",""value"":{""official"":null,""paper"":""best-agent selection by long-lifetime performance"",""project"":{""candidate_count_per_agent_including_epoch_zero"":26,""selection_horizon_cycles"":10,""selection_ledger_rows"":1040,""selection_metric"":""mean_validation_final_state_fidelity"",""validation_interval_epochs"":40,""validation_trajectories_per_candidate"":64}}}",08c14d9ea3d491f8f91d4bc48432dc9333f1ae37b55779e81f10dded268695db
deviation,D46,"{""chosen"":""Retain the train-only warmup and EMA variance-reduction rule, publish its seed/budget, and forbid treating it as paper-exact."",""claim_effect"":""Training stability is attributable to a disclosed project heuristic; official-exact and paper-lifetime claims stay null."",""comparability"":""SCORE_GRADIENT_ESTIMATOR_AND_WARMUP_DIFFER"",""discovery_stage"":""POST_OUTCOME_ANTI_SIMPLIFICATION_AUDIT"",""id"":""D46"",""locator"":{""official"":""feedback_GRAPE.py uses the raw score term without a frozen train-only EMA baseline"",""paper"":""Eq. 1 and Supplement S3C do not specify a warmup rollout or moving score baseline"",""project"":""puviani_paper_constrained_artifacts.py:_train_paper_agent warmup_seed and score_baseline update""},""paper_numeric_anchor_eligible"":false,""rationale"":""The rule is causally train-only and leakage-safe, but it changes the score-function gradient estimator and its early trajectory."",""severity"":""High"",""topic"":""train-only score-baseline warmup and EMA decay"",""value"":{""official"":""no qualified warmup/EMA contract"",""paper"":null,""project"":{""score_baseline_decay"":0.95,""validation_or_qualification_data_used"":false,""warmup_seed_domain"":""training_trajectory_seed(root_seed, epoch=0)"",""warmup_trajectories_per_mf_agent"":8,""warmup_trajectories_per_nmf_agent"":6,""warmup_trajectories_population_total"":280}}}",dd35dcb9f78af15ccad673471f669713074b13fe615883f5da6a20ac604cd688
deviation_summary,D01-D46,"{""addendum_entry_count"":4,""addendum_severity_counts"":{""Critical"":1,""High"":3,""Low"":0,""Medium"":0},""combined_entry_count"":46,""combined_ids"":[""D01"",""D02"",""D03"",""D04"",""D05"",""D06"",""D07"",""D08"",""D09"",""D10"",""D11"",""D12"",""D13"",""D14"",""D15"",""D16"",""D17"",""D18"",""D19"",""D20"",""D21"",""D22"",""D23"",""D24"",""D25"",""D26"",""D27"",""D28"",""D29"",""D30"",""D31"",""D32"",""D33"",""D34"",""D35"",""D36"",""D37"",""D38"",""D39"",""D40"",""D41"",""D42"",""D43"",""D44"",""D45"",""D46""],""combined_severity_counts"":{""Critical"":24,""High"":19,""Low"":0,""Medium"":3},""parent_entry_count"":42,""parent_severity_counts"":{""Critical"":23,""High"":16,""Low"":0,""Medium"":3},""source_of_truth"":""original D01-D42 plus this non-retroactive D43-D46 addendum""}",e4e538fac00f887f3b61028896d73ab1a63ea9da837a930d04447c95c16c2486
terminal_mapping,0,"{""match"":""PASS_ARTIFACT_LANE_AND_EXECUTABLE_REIMPLEMENTATION"",""matched_phase9_ranking_eligible"":false,""registry_entry_eligible"":true,""releases_t9_1_4"":true,""terminal_state"":""QUALIFIED_PAPER_CONSTRAINED_BASELINE"",""typed_payload"":{""evidence_grade"":""PAPER_CONSTRAINED_REIMPLEMENTATION"",""numeric_scope"":""SHORT_HORIZON_QUALIFICATION_NONPROMOTIONAL"",""official_exact"":null,""paper_scale_lifetime"":null,""parent_report_sha256"":""f3e458765ed684d69be3011e532a4334de872d2b39d1f07da7c5aaec61816ffd"",""puviani_surpass"":null}}",1a07b669f9a0cbeeb38b2c738fad6051a9a813a1a4145dc860b7da29917726ee
terminal_mapping,1,"{""match"":""TERMINAL_NONPASS_WITH_VALID_FAILURE_MANIFEST"",""matched_phase9_ranking_eligible"":false,""registry_entry_eligible"":true,""releases_t9_1_4"":true,""supported_terminal_states"":[""FAILED_FAIL_CLOSED""],""terminal_state"":""NO_GO_PAPER_CONSTRAINED_REIMPLEMENTATION"",""typed_payload"":{""evidence_grade"":""PAPER_CONSTRAINED_REIMPLEMENTATION"",""numeric_metrics"":null,""numeric_scope"":null,""official_exact"":null,""paper_scale_lifetime"":null,""parent_report_sha256"":null,""puviani_surpass"":null,""rank"":null,""selected_controller"":null}}",da907697706801a099bd2894b06e3e289a1cdd5b5c7d59c0dda638097c366c92
terminal_resolution,current_parent,"{""matched_phase9_ranking_eligible"":false,""parent_status"":""PASS_ARTIFACT_LANE_AND_EXECUTABLE_REIMPLEMENTATION"",""registry_entry_eligible"":true,""releases_t9_1_4"":true,""resolved_terminal_state"":""QUALIFIED_PAPER_CONSTRAINED_BASELINE"",""typed_payload"":{""evidence_grade"":""PAPER_CONSTRAINED_REIMPLEMENTATION"",""numeric_scope"":""SHORT_HORIZON_QUALIFICATION_NONPROMOTIONAL"",""official_exact"":null,""paper_scale_lifetime"":null,""parent_report_sha256"":""f3e458765ed684d69be3011e532a4334de872d2b39d1f07da7c5aaec61816ffd"",""puviani_surpass"":null}}",85a00ec7b1f4f57af05ff59dcd8760b1d7d5b72ef20b4ca9482b50d2fb23ecb1
claim_null,official_exact,"{""claim_id"":""official_exact"",""value"":null}",a57ba23e34646ef20fcfbb95c6388c3fbe3301c1e77be4be66ef8895e37ff953
claim_null,puviani_surpass,"{""claim_id"":""puviani_surpass"",""value"":null}",10e59e328c343150a2ac7c0c84d7d6c06f42836bcc6dfcb3a454dfbf2ab8c7aa
claim_null,paper_scale_lifetime,"{""claim_id"":""paper_scale_lifetime"",""value"":null}",23e2997a569e8e744b5a8b77082b38a0f065bbd4d8761decdc2f34898e08e0c6
ranking_boundary,T9.1.3,"{""matched_phase9_ranking_eligible"":false,""reason"":""The parent uses binary observations and a ten-cycle finite-cutoff qualification, not the frozen Phase-9 IQ/trusted-codebook/long-horizon matched signature."",""sota_claim_eligible"":false,""t9_1_3_registry_role"":""PROVENANCE_BOUND_PAPER_CONSTRAINED_CONTEXT_BASELINE""}",0720b5060a89430d80856d8849b1bda8925956dffba78aa193471a97af309b7b
